codigo
1528
47
161
4854
5606
6537
3881
2088
21709
5979
4738
8899
27888
1197
4684
6358
40232
6355
2434
2935
3254
3255
5309
3114
22755
5552
40044
794
26168
696
2637
1456
8881
6544
2394
789
2170
875
2894
3014
609
1483
2001
6921
8542
763
1942
3086
649
2285
2689
2282
710
3006
3124
1734
2495
8141
40170
40206
2906
8967
1575
960
40062
2323
2530
614
888
2535
8064
2281
889
2304
1897
6817
6818
2605
7543
3735
4884
6304
2865
4655
21675
2540
9067
9013
2515
7563
9012
2607
567
853
981
1091
4653
3335
2625
2823
22147
6002
2729
1201
7985
797
2676
2569
670
6268
2691
1519
26069
22352
2108
1534
2107
23672
2423
23680
3023
2735
5998
1207
4121
3649
6077
8117
2832
3601
5926
4642
3072
2846
3016
2881
2951
23990
23993
23996
23987
3035
3038
3154
26258
5594
3600
3277
1669
7456
7587
7424
8758
6969
7582
7288
7584
4111
7583
9220
7465
7380
8759
8082
4113
3292
8119
5117
6299
7838
9221
7292
7586
5980
8682
3825
7585
3325
3387
3636
3646
5252
3908
5253
3909
3804
5442
21472
5284
3711
3647
40100
40095
7791
3648
8514
8513
8934
6351
24950
3659
24630
24632
29060
26882
24783
3720
3865
4525
4527
3713
3714
3741
6618
867
3876
3931
4130
4093
4114
5040
5240
7722
5735
5073
5079
5961
5091
5124
26812
5122
5129
26633
5186
26194
5233
8104
5307
4056
5347
5363
40140
40139
5590
40138
40136
40076
5707
5342
5143
5645
5846
5291
3936
3721
3712
3863
8438
452
4052
4541
8202
5944
4969
6052
6198
6247
3747
3739
3736
4022
5164
9023
6973
8359
7488
9198
26084
20868
8409
7549
7949
8793
602
23169
2565
979
23305
678
23307
20896
24794
24792
25883
6672
6614
4646
27613
9296
9140
1763
4645
25930
4647
21089
27393
26568
5410
26221
22975
26783
26921
25096
26920
25106
25095
23090
26898
22878
7335
27199
20683
26735
6875
26179
9006
26380
26586
27448
29198
605
27174
29159
22855
27130
27129
40055
27854
26819
1078
8910
22704
23428
7334
26123
1083
22533
1183
1082
22531
20532
20534
4492
8109
4290
8191
8249
1076
1182
22093
26717
8659
25928
1077
27879
27159
40210
1081
27456
1079
40181
29170
40237
